"MvMf" "pEvM" "MfvpE" "MvF" "AvS"
"scaffold_262_35599_35765_-" 0 0 0 0 0
"scaffold_262_52901_53014_-" 0 0 0 0 0
"scaffold_263_13037_13199_-" 0 0 0 0 0
"scaffold_263_13276_13440_-" -1 0 0 -1 0
"scaffold_27_35188_35324_+" -1 0 0 -1 0
"scaffold_27_36495_36578_+" 0 0 0 0 0
"scaffold_27_41189_41525_+" 1 0 0 1 0
"scaffold_27_44887_45003_+" 0 0 0 0 0
"scaffold_27_570740_570911_+" 0 0 0 0 0
"scaffold_27_574531_574597_+" 0 0 0 0 0
"scaffold_27_724134_724188_+" -1 0 0 0 0
"scaffold_27_728646_728786_+" 0 0 0 0 0
"scaffold_27_729910_730088_+" 0 0 0 0 0
"scaffold_27_888059_888287_+" 0 0 0 0 0
"scaffold_27_896101_896302_+" 0 0 0 0 0
"scaffold_27_1129115_1129171_+" 0 1 0 -1 0
"scaffold_27_1166038_1166193_+" -1 0 0 0 0
"scaffold_27_34994_35182_-" 0 0 0 0 0
"scaffold_27_265325_265397_-" -1 1 0 -1 0
"scaffold_27_331074_331275_-" 0 0 0 0 0
"scaffold_27_564470_564623_-" 0 0 0 0 0
"scaffold_27_896010_896184_-" 0 0 0 0 0
"scaffold_27_912724_912883_-" 0 0 0 0 0
"scaffold_27_1157539_1157607_-" 1 0 0 0 0
"scaffold_27_1165850_1166019_-" 0 0 0 0 0
"scaffold_273_48209_48229_+" 0 0 0 0 0
"scaffold_273_49953_49978_+" 0 0 0 0 0
"scaffold_273_9333_9453_-" 1 0 -1 0 0
"scaffold_275_48440_48502_+" 0 0 0 0 0
"scaffold_275_32378_32522_-" -1 1 1 -1 0
"scaffold_275_63207_63299_-" 0 0 0 0 0
"scaffold_275_63636_63780_-" 0 0 0 0 0
"scaffold_28_58255_58395_+" 0 0 0 0 0
"scaffold_28_86197_86374_+" -1 0 0 -1 0
"scaffold_28_121069_121159_+" 0 0 0 0 0
"scaffold_28_145801_145844_+" 0 0 0 0 0
"scaffold_28_189110_189262_+" 0 0 0 0 0
"scaffold_28_222981_223070_+" 1 -1 0 1 0
"scaffold_28_246823_247106_+" 0 0 0 0 0
"scaffold_28_249245_249374_+" 1 -1 0 1 0
"scaffold_28_294140_294272_+" 1 -1 0 1 0
"scaffold_28_300323_300444_+" 0 0 0 0 0
"scaffold_28_341589_341802_+" 0 0 0 0 0
"scaffold_28_351737_351872_+" 0 0 0 0 0
"scaffold_28_356037_356235_+" 0 0 0 0 0
"scaffold_28_357910_358226_+" 0 0 0 0 0
"scaffold_28_360443_360625_+" 0 0 0 0 0
"scaffold_28_367990_368014_+" 0 0 0 0 0
"scaffold_28_400593_400705_+" 0 0 0 0 0
"scaffold_28_408108_408271_+" 0 0 0 0 0
"scaffold_28_446578_446598_+" 0 0 0 0 0
"scaffold_28_489626_489824_+" 0 0 0 0 0
"scaffold_28_524653_524680_+" -1 1 0 -1 0
"scaffold_28_537215_537347_+" 0 0 0 0 0
"scaffold_28_558663_558775_+" -1 1 0 -1 0
"scaffold_28_563070_563151_+" 0 0 0 0 0
"scaffold_28_567407_567540_+" 0 0 0 0 0
"scaffold_28_567967_568045_+" 0 0 0 0 0
"scaffold_28_569977_570201_+" 0 0 0 0 0
"scaffold_28_603584_603771_+" -1 1 0 -1 0
"scaffold_28_735375_735547_+" 0 0 0 0 0
"scaffold_28_742793_742916_+" 1 0 -1 1 0
"scaffold_28_858283_858364_+" 0 0 0 0 0
"scaffold_28_862412_862458_+" 0 0 0 0 0
"scaffold_28_874333_874545_+" 0 0 0 0 0
"scaffold_28_882318_882496_+" -1 1 0 -1 0
"scaffold_28_882945_883016_+" 0 0 0 0 0
"scaffold_28_911945_912090_+" 0 0 0 0 0
"scaffold_28_941463_941563_+" 0 0 0 0 0
"scaffold_28_970790_970945_+" 0 0 0 0 0
"scaffold_28_976127_976286_+" 0 0 0 0 0
"scaffold_28_1009206_1009406_+" 0 0 0 0 0
"scaffold_28_1033078_1033234_+" 0 0 0 0 0
"scaffold_28_1036935_1036965_+" 0 0 0 0 0
"scaffold_28_1049506_1049552_+" 0 0 0 0 0
"scaffold_28_1054005_1054172_+" 0 0 0 0 0
"scaffold_28_1072027_1072145_+" 0 0 0 0 0
"scaffold_28_1076825_1077167_+" 0 -1 0 0 0
"scaffold_28_1087372_1087435_+" 0 0 0 0 0
"scaffold_28_1095474_1095579_+" -1 0 1 0 0
"scaffold_28_1110347_1110431_+" 0 0 0 0 0
"scaffold_28_1166062_1166150_+" 0 0 0 0 0
"scaffold_28_52693_52800_-" 1 0 0 0 0
"scaffold_28_62157_62363_-" 0 0 0 0 0
"scaffold_28_85331_85408_-" 0 0 0 0 0
"scaffold_28_85749_85814_-" 0 0 0 0 0
"scaffold_28_88094_88151_-" 0 0 0 0 0
"scaffold_28_169133_169270_-" 0 0 0 0 0
"scaffold_28_173079_173171_-" 0 0 0 0 0
"scaffold_28_200690_200735_-" 0 0 0 0 0
"scaffold_28_204581_204750_-" 0 0 0 0 0
"scaffold_28_209002_209103_-" -1 0 0 -1 0
"scaffold_28_284356_284432_-" 0 -1 0 0 0
"scaffold_28_300043_300108_-" 0 0 0 0 0
"scaffold_28_348143_348230_-" 0 0 0 0 0
"scaffold_28_400449_400651_-" 0 0 0 0 0
"scaffold_28_407810_407947_-" -1 1 1 -1 0
"scaffold_28_412247_412368_-" 0 0 0 0 0
"scaffold_28_418833_418914_-" -1 0 0 0 0
"scaffold_28_431983_432050_-" 0 0 0 0 0
"scaffold_28_436672_436764_-" 0 0 0 0 0
"scaffold_28_442564_442620_-" -1 1 1 -1 0
"scaffold_28_471319_471509_-" 0 0 0 0 0
"scaffold_28_486888_486908_-" 0 0 0 0 0
"scaffold_28_511891_512009_-" 0 0 0 0 0
"scaffold_28_536821_536918_-" 0 0 0 0 0
"scaffold_28_558277_558512_-" -1 0 0 -1 0
"scaffold_28_562331_562473_-" 0 0 0 0 0
"scaffold_28_579795_579853_-" 0 0 0 0 0
"scaffold_28_594807_594949_-" 1 0 0 1 0
"scaffold_28_603125_603186_-" -1 1 0 -1 0
"scaffold_28_674300_674393_-" 0 0 0 0 0
"scaffold_28_732606_732739_-" 0 0 0 0 0
"scaffold_28_755275_755346_-" 0 0 0 0 0
"scaffold_28_762142_762235_-" 0 0 0 0 0
"scaffold_28_819710_819777_-" 0 0 0 0 0
"scaffold_28_849426_849567_-" 0 0 0 0 0
"scaffold_28_849641_849846_-" 0 0 0 0 0
"scaffold_28_888776_888907_-" 0 0 0 0 0
"scaffold_28_981027_981166_-" 0 0 0 0 0
"scaffold_28_1026163_1026227_-" 0 0 0 0 0
"scaffold_28_1032686_1032937_-" 0 0 0 0 0
"scaffold_28_1035339_1035468_-" 0 0 0 0 0
"scaffold_28_1035573_1035684_-" 0 0 0 0 0
"scaffold_28_1035892_1036009_-" 0 0 0 0 0
"scaffold_28_1036102_1036291_-" 0 1 0 0 0
"scaffold_28_1044834_1044919_-" -1 0 1 0 0
"scaffold_28_1047894_1048133_-" 0 0 0 0 0
"scaffold_28_1075857_1075934_-" 0 0 0 0 0
"scaffold_28_1084606_1084628_-" 0 0 0 0 0
"scaffold_28_1162315_1162495_-" 1 -1 0 1 0
"scaffold_28_1165371_1165436_-" 0 0 0 0 0
"scaffold_28_1174838_1174875_-" 0 0 0 0 0
"scaffold_280_44563_44606_-" 0 0 0 1 0
"scaffold_280_57523_57579_-" 0 0 0 0 0
"scaffold_283_64394_64478_+" 0 0 0 0 0
"scaffold_283_79650_79788_+" 0 0 0 0 0
"scaffold_285_51624_51890_+" 0 0 0 0 0
"scaffold_285_44326_44356_-" 1 -1 0 1 0
"scaffold_285_58104_58143_-" 1 -1 0 1 0
"scaffold_285_63543_63617_-" 1 -1 0 1 0
"scaffold_285_77277_77404_-" 1 -1 0 1 0
"scaffold_288_36535_36575_-" 0 0 0 0 0
"scaffold_29_24655_24725_+" 0 0 0 0 0
"scaffold_29_25525_25677_+" 0 0 0 0 0
"scaffold_29_30193_30344_+" 0 0 0 0 0
"scaffold_29_37832_37919_+" 0 0 0 0 0
"scaffold_29_40767_40810_+" 1 -1 0 1 0
"scaffold_29_76353_76400_+" 1 0 -1 1 0
"scaffold_29_78616_78725_+" 0 0 0 0 0
"scaffold_29_94518_94576_+" 0 -1 0 1 0
"scaffold_29_152362_152433_+" 0 0 0 0 0
"scaffold_29_267194_267279_+" 0 0 0 0 0
"scaffold_29_280196_280382_+" 0 0 0 0 0
"scaffold_29_301485_301564_+" 0 0 0 0 0
"scaffold_29_394587_394645_+" 0 0 0 0 0
"scaffold_29_396006_396249_+" 0 0 0 0 0
"scaffold_29_400587_400814_+" 0 0 0 0 0
"scaffold_29_406322_406460_+" 0 0 0 0 0
"scaffold_29_554788_554845_+" -1 0 1 0 1
"scaffold_29_593104_593215_+" 0 0 0 0 0
"scaffold_29_593671_593834_+" 0 0 0 0 0
"scaffold_29_631437_631445_+" 1 0 0 0 0
"scaffold_29_695195_695258_+" 0 0 -1 0 0
"scaffold_29_695433_695459_+" 0 0 0 0 0
"scaffold_29_695616_695673_+" 0 0 0 0 0
"scaffold_29_840238_840454_+" 0 0 0 0 0
"scaffold_29_850733_850809_+" 0 0 0 0 0
"scaffold_29_893060_893096_+" 0 0 0 0 0
"scaffold_29_895110_895224_+" 0 0 0 0 0
"scaffold_29_926176_926285_+" 0 0 0 0 0
"scaffold_29_932758_932938_+" 0 0 0 0 0
"scaffold_29_942850_943004_+" -1 1 0 -1 0
"scaffold_29_943024_943314_+" 0 0 0 0 0
"scaffold_29_943410_943473_+" 0 0 0 0 0
"scaffold_29_943581_943693_+" 0 0 0 0 0
"scaffold_29_950198_950291_+" 0 0 0 0 0
"scaffold_29_969268_969418_+" 0 0 0 0 0
"scaffold_29_974243_974391_+" 0 0 0 0 0
"scaffold_29_974538_974731_+" 0 0 0 0 0
"scaffold_29_974832_975027_+" 0 0 0 0 0
"scaffold_29_975914_975952_+" 0 0 0 0 0
"scaffold_29_989417_989453_+" 0 0 0 0 0
"scaffold_29_1041665_1041851_+" 0 0 0 0 0
"scaffold_29_1045265_1045719_+" 0 0 0 0 0
"scaffold_29_1053185_1053359_+" -1 1 0 -1 0
"scaffold_29_1056080_1056286_+" 0 0 0 0 0
"scaffold_29_1057130_1057225_+" 0 0 0 0 0
"scaffold_29_1061770_1062023_+" -1 1 1 -1 0
"scaffold_29_1062665_1062767_+" 0 0 0 0 0
"scaffold_29_1071376_1071424_+" 0 0 0 0 0
"scaffold_29_1077569_1077665_+" 0 0 0 0 0
"scaffold_29_1079984_1080219_+" -1 0 0 0 0
"scaffold_29_1208066_1208161_+" 0 0 0 0 0
"scaffold_29_1208261_1208364_+" 0 0 0 0 0
"scaffold_29_1208769_1208897_+" 0 0 0 0 0
"scaffold_29_1210082_1210218_+" 0 0 0 0 0
"scaffold_29_1226798_1226893_+" 0 0 0 0 0
"scaffold_29_1227023_1227162_+" 0 0 0 0 0
"scaffold_29_1231896_1231932_+" 0 0 0 0 0
"scaffold_29_1232099_1232245_+" 0 0 0 0 0
"scaffold_29_1232348_1232477_+" 0 0 0 0 0
"scaffold_29_1234131_1234271_+" 0 0 0 0 0
"scaffold_29_24409_24497_-" 0 0 0 0 0
"scaffold_29_29995_30056_-" 0 0 0 0 0
"scaffold_29_72532_72567_-" 1 0 0 1 0
"scaffold_29_83154_83211_-" 0 0 0 0 0
"scaffold_29_86178_86295_-" 0 0 0 0 0
"scaffold_29_87172_87374_-" 0 0 0 0 0
"scaffold_29_88086_88206_-" 0 0 0 0 0
"scaffold_29_141746_141756_-" 0 0 0 0 0
"scaffold_29_168408_168472_-" 0 1 -1 -1 0
"scaffold_29_210973_210987_-" 0 -1 0 1 0
"scaffold_29_277977_277988_-" -1 1 0 -1 0
"scaffold_29_297542_297640_-" 0 0 0 0 0
"scaffold_29_306154_306348_-" 0 0 0 0 0
"scaffold_29_374959_375049_-" 0 0 0 0 0
"scaffold_29_381792_381840_-" 0 0 0 0 0
"scaffold_29_384880_385019_-" 0 0 0 0 0
"scaffold_29_392308_392657_-" 0 0 0 0 0
"scaffold_29_415347_415454_-" -1 1 0 -1 0
"scaffold_29_442154_442174_-" 1 -1 0 1 0
"scaffold_29_446322_446353_-" -1 1 0 -1 0
"scaffold_29_563252_563363_-" -1 1 0 -1 0
"scaffold_29_569995_570052_-" 0 -1 0 1 0
"scaffold_29_590574_590651_-" 0 0 0 0 0
"scaffold_29_591994_592146_-" 0 0 0 0 0
"scaffold_29_592848_592922_-" 0 0 0 0 0
"scaffold_29_597561_597694_-" 0 0 0 0 0
"scaffold_29_679027_679271_-" 0 0 0 0 0
"scaffold_29_679601_679668_-" 0 0 0 0 0
"scaffold_29_683890_683931_-" 0 0 0 0 0
"scaffold_29_697574_697601_-" 1 0 0 1 0
"scaffold_29_698278_698359_-" 1 -1 0 1 0
"scaffold_29_699754_699792_-" 1 -1 0 1 0
"scaffold_29_807253_807352_-" 0 0 0 0 0
"scaffold_29_811381_811599_-" 0 0 0 0 0
"scaffold_29_815605_815825_-" -1 0 0 -1 0
"scaffold_29_824009_824105_-" 0 0 0 0 0
"scaffold_29_838473_838680_-" 1 0 0 0 0
"scaffold_29_839662_839851_-" 0 0 0 0 0
"scaffold_29_850580_850702_-" 0 0 0 0 0
"scaffold_29_885534_885642_-" 0 0 0 0 0
"scaffold_29_886776_886885_-" 0 0 0 0 0
"scaffold_29_930836_930952_-" 0 0 0 0 0
"scaffold_29_931389_931616_-" 0 0 0 0 0
"scaffold_29_942524_942639_-" -1 0 1 -1 0
"scaffold_29_946947_947012_-" 0 0 0 0 0
"scaffold_29_953766_953839_-" 0 0 0 0 0
"scaffold_29_968290_968343_-" 1 0 0 0 0
"scaffold_29_974102_974310_-" 0 0 0 0 0
"scaffold_29_1015725_1015763_-" 0 -1 1 1 0
"scaffold_29_1023793_1023991_-" 0 0 1 0 1
"scaffold_29_1032693_1032765_-" 1 0 0 1 0
"scaffold_29_1040868_1041304_-" 0 0 0 0 0
"scaffold_29_1041365_1041547_-" 0 0 0 0 0
"scaffold_29_1079715_1079820_-" 0 0 0 0 0
"scaffold_29_1129116_1129279_-" 1 -1 0 1 0
"scaffold_29_1129431_1129537_-" 0 0 0 0 0
"scaffold_29_1156889_1156907_-" -1 1 1 -1 0
"scaffold_29_1205304_1205392_-" 1 0 -1 0 -1
"scaffold_29_1216687_1216837_-" 0 0 0 0 0
"scaffold_29_1217089_1217121_-" 0 0 0 0 0
"scaffold_29_1217435_1217535_-" 0 0 0 0 0
"scaffold_29_1219974_1220050_-" 0 0 0 0 0
"scaffold_29_1220171_1220257_-" 1 0 0 1 0
"scaffold_29_1224340_1224411_-" 0 0 0 0 0
"scaffold_29_1224574_1224792_-" 0 0 0 0 0
"scaffold_29_1225061_1225156_-" 1 0 0 1 0
"scaffold_29_1225267_1225339_-" 0 0 0 0 0
"scaffold_29_1230227_1230438_-" 0 0 0 0 0
"scaffold_29_1230928_1230964_-" 1 0 -1 1 -1
"scaffold_29_1239130_1239175_-" 0 0 0 0 0
"scaffold_291_50704_50855_+" 0 0 0 0 0
"scaffold_291_55303_55512_-" 0 0 0 0 0
"scaffold_291_58746_59199_-" 0 0 0 0 0
"scaffold_291_73716_73786_-" 0 0 0 0 0
"scaffold_291_75817_76031_-" 0 0 0 0 0
"scaffold_291_76235_76368_-" 0 0 0 0 0
"scaffold_299_34003_34092_+" -1 0 0 0 0
"scaffold_299_46137_46186_+" 1 0 0 1 0
"scaffold_299_74594_74751_+" -1 0 0 -1 0
"scaffold_299_74913_75130_+" -1 0 1 -1 0
"scaffold_299_32917_32984_-" 0 -1 0 1 0
"scaffold_299_42621_42924_-" 0 0 0 0 0
"scaffold_299_58049_58259_-" 0 0 0 0 0
"scaffold_299_58901_59010_-" 1 0 0 1 0
"scaffold_299_59932_60043_-" 1 -1 0 1 0
"scaffold_299_60986_61102_-" 0 0 0 0 0
"scaffold_299_66562_66674_-" -1 0 0 0 0
"scaffold_3_13123_13141_+" -1 0 0 0 0
"scaffold_3_13736_13850_+" 0 0 0 0 0
"scaffold_3_44022_44185_+" 0 0 0 0 0
"scaffold_3_49919_49967_+" -1 0 0 0 0
"scaffold_3_130541_130560_+" 0 0 0 0 0
"scaffold_3_164758_164914_+" 0 0 0 0 0
"scaffold_3_168681_168817_+" 1 0 0 0 0
"scaffold_3_201946_202029_+" -1 1 0 -1 0
"scaffold_3_208611_208621_+" 0 0 0 0 0
"scaffold_3_210550_210630_+" 1 0 0 1 0
"scaffold_3_210819_210909_+" 1 0 0 1 0
"scaffold_3_212435_212617_+" 0 0 0 0 0
"scaffold_3_311126_311255_+" 0 0 0 0 0
"scaffold_3_311525_311671_+" 0 0 0 0 0
"scaffold_3_311816_311946_+" 0 0 0 0 0
"scaffold_3_312248_312359_+" 0 0 0 0 0
"scaffold_3_312820_312994_+" 0 0 0 0 0
"scaffold_3_314004_314150_+" 0 0 0 0 0
"scaffold_3_315577_315599_+" 0 0 0 0 0
"scaffold_3_318500_318694_+" 0 0 0 0 0
"scaffold_3_322579_322675_+" 0 0 0 0 0
"scaffold_3_332470_332773_+" 0 0 0 0 0
"scaffold_3_332680_332825_+" 0 0 0 0 0
"scaffold_3_348549_348689_+" 0 0 0 0 0
"scaffold_3_423991_424249_+" 0 0 -1 0 0
"scaffold_3_434067_434159_+" 0 0 0 0 0
"scaffold_3_452043_452073_+" 0 0 0 0 0
"scaffold_3_452154_452277_+" 0 0 0 0 0
"scaffold_3_480082_480159_+" 0 0 0 0 0
"scaffold_3_663874_663980_+" 0 0 0 0 0
"scaffold_3_670044_670146_+" 0 0 0 0 0
"scaffold_3_670894_671140_+" 0 0 0 0 0
"scaffold_3_671219_671364_+" 0 0 0 0 0
"scaffold_3_787003_787263_+" -1 0 1 -1 0
"scaffold_3_788709_788866_+" 0 0 0 0 0
"scaffold_3_789558_789732_+" -1 0 1 -1 1
"scaffold_3_789813_789930_+" -1 0 1 -1 1
"scaffold_3_790056_790193_+" -1 0 1 -1 1
"scaffold_3_790303_790511_+" -1 0 1 0 1
"scaffold_3_790754_790803_+" -1 0 1 0 1
"scaffold_3_790924_791211_+" 0 0 1 0 1
"scaffold_3_791309_791407_+" -1 0 1 0 1
"scaffold_3_791517_791737_+" 0 0 0 0 0
"scaffold_3_791859_792023_+" 0 0 0 0 0
"scaffold_3_792123_792747_+" 0 0 0 0 0
"scaffold_3_792860_793100_+" 0 0 0 0 0
"scaffold_3_793174_793740_+" 0 0 0 0 0
"scaffold_3_794304_794492_+" 0 0 0 0 0
"scaffold_3_795074_795408_+" 0 0 0 0 0
"scaffold_3_795543_795741_+" 0 0 0 0 0
"scaffold_3_795845_796368_+" 0 0 0 0 0
"scaffold_3_796471_797052_+" 0 0 0 0 0
"scaffold_3_797150_797648_+" 0 0 0 0 0
"scaffold_3_797675_798592_+" 0 0 0 0 0
"scaffold_3_799352_799478_+" 0 0 0 0 0
"scaffold_3_799567_800004_+" 0 0 0 0 0
"scaffold_3_829770_829900_+" 0 0 0 0 0
"scaffold_3_844678_844843_+" 1 -1 0 1 0
"scaffold_3_848329_848611_+" 0 0 0 0 0
"scaffold_3_848475_848684_+" 0 0 0 0 0
"scaffold_3_1043243_1043273_+" 0 -1 1 0 0
"scaffold_3_1118851_1118912_+" 1 0 0 1 0
"scaffold_3_1119437_1119635_+" 1 -1 0 1 0
"scaffold_3_1134119_1134206_+" 0 0 0 0 0
"scaffold_3_1187727_1188023_+" 0 0 0 0 0
"scaffold_3_1204334_1204376_+" 0 0 0 0 0
"scaffold_3_1211527_1211690_+" 0 0 0 0 0
"scaffold_3_1222679_1222770_+" 0 0 0 0 0
"scaffold_3_1270965_1271058_+" 0 0 0 0 0
"scaffold_3_1281968_1281983_+" 0 0 0 0 0
"scaffold_3_1282635_1282747_+" 0 0 0 0 0
"scaffold_3_1283223_1283354_+" 1 -1 0 1 0
"scaffold_3_1283652_1283842_+" 0 0 0 0 0
"scaffold_3_1290707_1290844_+" 0 0 0 0 0
"scaffold_3_1376952_1377005_+" 1 0 0 1 0
"scaffold_3_1390720_1390825_+" 0 0 0 0 0
"scaffold_3_1394109_1394144_+" 0 0 0 0 0
"scaffold_3_1394979_1395033_+" 1 0 0 1 0
"scaffold_3_1429773_1429940_+" 0 0 0 0 0
"scaffold_3_1433191_1433347_+" 1 -1 -1 1 0
"scaffold_3_1434477_1434535_+" 1 -1 0 1 0
"scaffold_3_1492888_1493071_+" 0 0 0 0 0
"scaffold_3_1525107_1525513_+" 0 0 0 0 0
"scaffold_3_1545572_1545732_+" -1 0 0 0 0
"scaffold_3_1547129_1547282_+" 0 0 0 0 0
"scaffold_3_1569970_1570097_+" 0 0 0 0 0
"scaffold_3_1574140_1574371_+" 0 0 0 0 0
"scaffold_3_1574442_1574566_+" 0 0 0 0 0
"scaffold_3_1579070_1579094_+" 0 0 0 0 0
"scaffold_3_1585094_1585164_+" 0 0 0 0 0
"scaffold_3_1588380_1588679_+" 0 0 0 0 0
"scaffold_3_1596914_1597214_+" 0 0 0 0 0
"scaffold_3_1602981_1603114_+" 0 0 0 0 0
"scaffold_3_1605545_1605585_+" 0 0 0 0 0
"scaffold_3_1608421_1608482_+" 1 -1 0 1 0
"scaffold_3_1614092_1614192_+" 1 0 0 1 0
"scaffold_3_1631249_1631476_+" 0 0 0 0 0
"scaffold_3_1638655_1638742_+" -1 1 0 -1 0
"scaffold_3_1638859_1639053_+" 0 1 0 0 0
"scaffold_3_1655934_1656094_+" 0 0 0 0 0
"scaffold_3_1656177_1656305_+" 0 0 0 0 0
"scaffold_3_1704407_1704485_+" 0 0 0 0 0
"scaffold_3_1714255_1714351_+" 0 0 0 0 0
"scaffold_3_1716956_1717158_+" 0 0 0 0 0
"scaffold_3_1724475_1724574_+" 0 0 0 0 0
"scaffold_3_1726820_1727094_+" 0 0 0 0 0
"scaffold_3_1727193_1727291_+" -1 0 0 0 0
"scaffold_3_1727366_1727454_+" 0 0 0 0 0
"scaffold_3_1731807_1731953_+" 0 0 0 0 0
"scaffold_3_1732152_1732272_+" 0 0 0 0 0
"scaffold_3_1732353_1732506_+" 0 0 0 0 0
"scaffold_3_1732611_1732661_+" 0 0 0 0 0
"scaffold_3_1733763_1733992_+" 0 0 0 0 0
"scaffold_3_1735327_1735372_+" -1 0 0 -1 0
"scaffold_3_1748006_1748138_+" 0 0 0 0 0
"scaffold_3_1770266_1770560_+" 0 0 0 0 0
"scaffold_3_1803538_1803564_+" 0 0 0 0 0
"scaffold_3_1832616_1832759_+" 0 0 0 0 0
"scaffold_3_1835306_1835410_+" 0 0 0 0 0
"scaffold_3_1841527_1841550_+" 0 0 0 0 0
"scaffold_3_1851009_1851156_+" 0 0 0 0 0
"scaffold_3_1861479_1861550_+" 0 0 0 0 0
"scaffold_3_1951574_1951607_+" -1 0 0 -1 0
"scaffold_3_1968646_1968781_+" 1 0 0 1 0
"scaffold_3_1968904_1969004_+" 0 0 0 0 0
"scaffold_3_1975992_1976136_+" 0 0 0 0 0
"scaffold_3_1976539_1976720_+" 0 0 0 0 0
"scaffold_3_1991447_1991660_+" 0 -1 0 0 0
"scaffold_3_2092388_2092548_+" 0 0 0 0 0
"scaffold_3_2092588_2092693_+" 0 0 0 0 0
"scaffold_3_2099772_2099958_+" -1 0 0 0 0
"scaffold_3_2102060_2102233_+" -1 1 1 -1 0
"scaffold_3_2105315_2105480_+" 0 0 0 0 0
"scaffold_3_2107166_2107218_+" 0 0 0 1 0
"scaffold_3_2116984_2117040_+" -1 0 0 0 0
"scaffold_3_2132941_2132962_+" 0 0 0 0 0
"scaffold_3_2134913_2134971_+" 0 1 -1 0 0
"scaffold_3_2136785_2137045_+" 0 0 0 0 0
"scaffold_3_2141624_2141665_+" 0 0 0 0 0
"scaffold_3_2147189_2147258_+" 0 0 0 0 0
"scaffold_3_2166680_2166792_+" 0 0 0 0 0
"scaffold_3_2183269_2183362_+" 0 0 0 0 0
"scaffold_3_2187088_2187269_+" 0 0 0 0 0
"scaffold_3_2187375_2187599_+" 0 0 0 0 0
"scaffold_3_2187703_2187893_+" 0 0 0 0 0
"scaffold_3_2188681_2188864_+" 0 0 0 0 0
"scaffold_3_2188971_2189102_+" 0 0 0 0 0
"scaffold_3_2190818_2190910_+" 0 0 0 0 0
"scaffold_3_2204452_2204597_+" 0 0 0 0 0
"scaffold_3_2217183_2217213_+" 0 0 0 0 0
"scaffold_3_2220398_2220751_+" 0 0 0 0 0
"scaffold_3_2231982_2232105_+" 0 0 0 0 0
"scaffold_3_2232160_2232328_+" 0 0 0 0 0
"scaffold_3_2232555_2232830_+" 0 0 0 0 0
"scaffold_3_2260210_2260281_+" 0 -1 0 0 0
"scaffold_3_2305031_2305237_+" 0 0 0 0 0
"scaffold_3_2515185_2515274_+" 1 0 0 0 0
"scaffold_3_2517059_2517135_+" 0 0 0 0 0
"scaffold_3_2527330_2527399_+" 0 0 0 0 0
"scaffold_3_2677372_2677475_+" 0 0 0 0 0
"scaffold_3_2742444_2742743_+" -1 0 0 0 0
"scaffold_3_2755223_2755449_+" 0 0 0 0 0
"scaffold_3_2759008_2759037_+" 0 0 0 0 0
"scaffold_3_2759128_2759288_+" -1 0 0 -1 0
"scaffold_3_2762420_2762545_+" 0 0 0 0 0
"scaffold_3_2768822_2769176_+" 0 0 0 0 0
"scaffold_3_2792130_2792283_+" -1 1 0 -1 0
"scaffold_3_2793303_2793438_+" 0 0 0 0 0
"scaffold_3_2793690_2793816_+" 0 0 0 0 0
"scaffold_3_2796124_2796293_+" 0 0 0 0 0
"scaffold_3_2804245_2804294_+" 1 0 0 0 0
"scaffold_3_2840390_2840542_+" 0 0 0 0 0
"scaffold_3_2860355_2860455_+" 0 0 0 0 0
"scaffold_3_2892010_2892091_+" 0 0 0 0 0
"scaffold_3_2892174_2892231_+" 0 0 0 0 0
"scaffold_3_2910080_2910221_+" 0 0 0 0 0
"scaffold_3_2911809_2911979_+" 0 0 0 0 0
"scaffold_3_2921680_2921803_+" 0 0 0 0 0
"scaffold_3_2923043_2923082_+" 0 0 0 0 0
"scaffold_3_2935225_2935398_+" 1 -1 0 1 0
"scaffold_3_2992305_2992446_+" 0 0 0 0 0
"scaffold_3_3057768_3057787_+" 1 0 -1 0 0
"scaffold_3_3059292_3059385_+" 0 0 0 0 0
"scaffold_3_3065768_3065950_+" 0 0 0 0 0
"scaffold_3_3142129_3142335_+" 0 0 0 0 0
"scaffold_3_3152338_3152397_+" 1 0 0 1 0
"scaffold_3_3160200_3160271_+" 1 0 0 1 0
"scaffold_3_3160645_3160748_+" 0 0 0 0 0
"scaffold_3_3161098_3161366_+" 0 -1 0 1 0
"scaffold_3_3340164_3340342_+" 0 0 0 0 0
"scaffold_3_3369850_3369914_+" 0 0 0 0 0
"scaffold_3_3373907_3374187_+" 0 0 0 0 0
"scaffold_3_3383185_3383348_+" 0 0 0 0 0
"scaffold_3_3390907_3390998_+" 0 0 0 0 0
"scaffold_3_3416855_3417091_+" 0 0 0 0 0
"scaffold_3_3420209_3420317_+" 0 0 0 0 0
"scaffold_3_3422634_3422684_+" 1 0 0 1 0
"scaffold_3_3450310_3450409_+" 0 0 0 0 0
"scaffold_3_3454204_3454229_+" 0 0 0 0 0
"scaffold_3_3491398_3491581_+" 0 0 0 0 0
"scaffold_3_3514757_3514893_+" 0 0 0 0 0
"scaffold_3_3583706_3583813_+" 0 0 0 0 0
"scaffold_3_3593770_3593921_+" 0 0 0 0 0
"scaffold_3_3598544_3598721_+" -1 0 0 -1 0
"scaffold_3_3615316_3615600_+" 0 0 -1 0 0
"scaffold_3_3621140_3621441_+" 0 0 0 0 0
"scaffold_3_3629835_3630040_+" 0 0 0 0 0
"scaffold_3_3662786_3662943_+" 0 0 0 0 0
