"MvMf" "pEvM" "MfvpE" "MvF" "AvS"
"scaffold_188_154237_154298_-" 0 0 0 0 0
"scaffold_188_154399_154463_-" 0 0 0 0 0
"scaffold_188_154535_154698_-" 0 1 0 0 0
"scaffold_188_162980_163025_-" 0 0 0 0 0
"scaffold_1880_6759_6805_+" 0 0 0 0 0
"scaffold_189_53839_53915_+" 1 0 0 0 0
"scaffold_19_208958_208989_+" -1 1 1 -1 0
"scaffold_19_209735_209866_+" 0 0 0 0 0
"scaffold_19_237843_237932_+" 0 0 0 0 0
"scaffold_19_238125_238345_+" 0 0 0 0 0
"scaffold_19_243404_243465_+" 1 0 0 0 0
"scaffold_19_263595_263694_+" 1 -1 0 1 0
"scaffold_19_272837_273019_+" 0 0 0 0 0
"scaffold_19_302615_302762_+" 0 0 0 0 0
"scaffold_19_332802_332909_+" 1 -1 0 1 0
"scaffold_19_332986_333095_+" 1 -1 0 1 0
"scaffold_19_335798_335853_+" 0 0 0 0 0
"scaffold_19_347330_347588_+" -1 1 0 -1 0
"scaffold_19_348131_348297_+" 0 0 0 0 0
"scaffold_19_355530_355570_+" 0 0 0 0 0
"scaffold_19_387856_387990_+" 0 0 0 0 0
"scaffold_19_423829_424073_+" 0 0 0 0 0
"scaffold_19_428422_428550_+" -1 0 0 -1 0
"scaffold_19_453555_453680_+" 0 0 0 0 0
"scaffold_19_488744_489273_+" 0 0 0 0 0
"scaffold_19_491271_491293_+" 0 0 0 0 0
"scaffold_19_491971_492055_+" 0 0 0 0 0
"scaffold_19_508917_509040_+" 0 0 0 0 0
"scaffold_19_562758_562892_+" 0 0 0 0 0
"scaffold_19_583779_583818_+" 0 0 0 0 0
"scaffold_19_592304_592353_+" 0 0 0 0 0
"scaffold_19_599841_600128_+" 0 0 0 0 0
"scaffold_19_607583_607679_+" 1 -1 0 1 0
"scaffold_19_611797_611905_+" 1 -1 0 1 0
"scaffold_19_614480_614637_+" 0 0 0 0 0
"scaffold_19_624290_624397_+" 0 0 0 0 0
"scaffold_19_624581_624730_+" 0 0 0 0 0
"scaffold_19_633959_634057_+" 0 0 0 0 0
"scaffold_19_636108_636305_+" 0 0 0 0 0
"scaffold_19_642004_642148_+" -1 0 1 0 0
"scaffold_19_642238_642356_+" 0 0 1 0 0
"scaffold_19_646254_646437_+" 0 0 0 0 0
"scaffold_19_680454_680562_+" 0 0 0 0 0
"scaffold_19_683126_683289_+" 0 0 0 0 0
"scaffold_19_687384_687486_+" 0 0 0 0 0
"scaffold_19_688001_688242_+" 0 0 0 0 0
"scaffold_19_688487_688758_+" 0 0 0 0 0
"scaffold_19_693726_693889_+" -1 0 0 -1 0
"scaffold_19_706509_706613_+" 0 0 0 0 0
"scaffold_19_710665_710724_+" 0 0 0 0 0
"scaffold_19_717929_718170_+" 0 0 0 0 0
"scaffold_19_737935_738011_+" 0 -1 0 0 0
"scaffold_19_842599_842809_+" 0 0 0 0 0
"scaffold_19_1081729_1081828_+" 0 0 0 0 0
"scaffold_19_1084819_1085004_+" 0 0 0 0 0
"scaffold_19_1089588_1089657_+" 0 0 0 0 0
"scaffold_19_1096560_1096617_+" 0 0 0 0 0
"scaffold_19_1099859_1099992_+" 0 0 0 0 0
"scaffold_19_1101795_1102009_+" 0 0 0 0 0
"scaffold_19_1106087_1106186_+" 0 0 0 0 0
"scaffold_19_1112458_1112533_+" 0 0 0 0 0
"scaffold_19_1113062_1113195_+" -1 0 1 0 1
"scaffold_19_1113253_1113326_+" 0 0 0 0 0
"scaffold_19_1113426_1113581_+" 0 0 0 0 0
"scaffold_19_1113668_1113853_+" 0 0 0 0 0
"scaffold_19_1113980_1114454_+" 0 0 0 0 0
"scaffold_19_1117952_1118116_+" 0 0 0 0 0
"scaffold_19_1123758_1123973_+" 0 0 0 0 0
"scaffold_19_1255273_1255347_+" -1 1 0 -1 0
"scaffold_19_1268671_1268732_+" 0 0 0 0 0
"scaffold_19_1300579_1300648_+" 0 0 0 0 0
"scaffold_19_1303375_1303498_+" 0 0 0 0 0
"scaffold_19_1303600_1303691_+" 0 0 0 0 0
"scaffold_19_1386999_1387084_+" 0 0 0 0 0
"scaffold_19_1399011_1399130_+" -1 0 0 -1 0
"scaffold_19_3617_3719_-" 0 0 -1 0 0
"scaffold_19_16827_16878_-" 0 0 0 0 0
"scaffold_19_23121_23171_-" 0 -1 0 0 0
"scaffold_19_196127_196165_-" 0 0 0 0 0
"scaffold_19_222859_223010_-" 0 0 0 0 0
"scaffold_19_233644_233931_-" 0 0 0 0 0
"scaffold_19_237436_237718_-" -1 0 0 -1 0
"scaffold_19_250620_250715_-" 0 0 0 0 0
"scaffold_19_300258_300455_-" 1 -1 0 1 0
"scaffold_19_384139_384243_-" 0 0 0 0 0
"scaffold_19_385158_385349_-" 0 0 0 0 0
"scaffold_19_386750_387062_-" 0 0 0 0 0
"scaffold_19_403192_403239_-" 0 0 0 0 0
"scaffold_19_423146_423258_-" 0 0 -1 0 0
"scaffold_19_427932_428108_-" 0 0 0 0 0
"scaffold_19_449858_450171_-" 0 0 0 0 0
"scaffold_19_450514_450932_-" 0 0 0 0 0
"scaffold_19_452098_452199_-" 0 0 0 0 0
"scaffold_19_474353_474408_-" 1 -1 0 1 0
"scaffold_19_488416_488570_-" 0 0 0 0 0
"scaffold_19_504693_504908_-" 0 0 0 0 0
"scaffold_19_560261_560316_-" 0 0 1 0 0
"scaffold_19_562722_562762_-" 0 0 0 0 0
"scaffold_19_569836_569957_-" 0 0 0 0 0
"scaffold_19_576182_576371_-" 0 0 0 0 0
"scaffold_19_583032_583229_-" 0 0 0 0 0
"scaffold_19_598829_598986_-" 0 0 0 0 0
"scaffold_19_599385_599507_-" 0 0 0 0 0
"scaffold_19_606219_606229_-" -1 0 1 0 1
"scaffold_19_624168_624269_-" 0 0 0 0 0
"scaffold_19_631499_631627_-" 1 0 0 1 0
"scaffold_19_677472_677552_-" 0 0 0 0 0
"scaffold_19_677855_677927_-" 0 0 0 0 0
"scaffold_19_680289_680446_-" 0 0 0 0 0
"scaffold_19_693285_693368_-" 0 0 0 0 0
"scaffold_19_693562_693652_-" 0 0 0 0 0
"scaffold_19_706296_706360_-" 0 0 0 0 0
"scaffold_19_709176_709282_-" 0 0 0 0 0
"scaffold_19_709697_709971_-" -1 0 0 -1 0
"scaffold_19_842220_842382_-" 0 0 0 0 0
"scaffold_19_862735_862811_-" 0 1 -1 0 -1
"scaffold_19_914878_914975_-" 0 0 0 0 0
"scaffold_19_935875_936004_-" 0 0 0 0 0
"scaffold_19_940461_940619_-" 1 0 0 0 0
"scaffold_19_942861_943005_-" 0 0 0 0 0
"scaffold_19_945608_945746_-" 0 0 0 0 0
"scaffold_19_947918_948120_-" -1 0 0 0 0
"scaffold_19_967194_967259_-" 0 0 0 0 0
"scaffold_19_1015869_1016129_-" 0 0 0 0 0
"scaffold_19_1070338_1070649_-" 0 0 0 0 0
"scaffold_19_1075923_1075933_-" 0 0 0 0 0
"scaffold_19_1076721_1076793_-" 0 0 0 0 0
"scaffold_19_1079635_1079800_-" 0 0 0 0 0
"scaffold_19_1081658_1081708_-" 0 0 0 0 0
"scaffold_19_1117844_1117958_-" 0 0 0 0 0
"scaffold_19_1123244_1123388_-" 0 0 0 0 0
"scaffold_19_1143125_1143199_-" 0 0 0 0 0
"scaffold_19_1143678_1143747_-" 0 0 0 0 0
"scaffold_19_1145191_1145395_-" 0 0 0 0 0
"scaffold_19_1149588_1149740_-" 0 0 0 0 0
"scaffold_19_1198651_1198759_-" 0 0 0 0 0
"scaffold_19_1234112_1234182_-" 0 0 0 0 0
"scaffold_19_1234309_1234475_-" 0 0 0 0 0
"scaffold_19_1236695_1236831_-" 0 0 -1 0 0
"scaffold_19_1238117_1238224_-" 0 0 0 0 0
"scaffold_19_1295716_1295927_-" -1 0 0 0 0
"scaffold_19_1297894_1298070_-" 0 0 0 0 0
"scaffold_19_1298195_1298641_-" 0 0 0 0 0
"scaffold_19_1299625_1299741_-" 0 0 0 0 0
"scaffold_19_1303216_1303470_-" 0 0 0 0 0
"scaffold_19_1338212_1338309_-" 1 -1 0 1 0
"scaffold_19_1342672_1342814_-" -1 1 1 -1 0
"scaffold_19_1374609_1374802_-" 0 0 0 0 0
"scaffold_19_1379843_1379906_-" 0 0 -1 0 0
"scaffold_19_1383886_1384015_-" -1 0 0 0 0
"scaffold_19_1393490_1393688_-" 0 0 0 0 0
"scaffold_19_1396914_1397321_-" 0 0 0 0 0
"scaffold_19_1398727_1398834_-" 0 0 0 0 0
"scaffold_19_1404519_1404622_-" 0 0 0 0 0
"scaffold_19_1406839_1406949_-" 0 0 0 0 0
"scaffold_190_77250_77352_+" 0 0 0 0 0
"scaffold_190_78409_78579_-" 0 0 0 0 0
"scaffold_190_81230_81351_-" -1 0 0 0 0
"scaffold_190_87756_87860_-" 0 0 0 0 0
"scaffold_191_23059_23259_+" 0 0 0 0 0
"scaffold_191_27892_27954_+" 0 0 0 0 0
"scaffold_191_38609_38762_+" 0 0 0 0 0
"scaffold_191_49918_50141_+" -1 0 0 0 0
"scaffold_191_84264_84380_+" 0 1 -1 -1 0
"scaffold_191_148892_148896_+" 1 -1 0 1 0
"scaffold_191_179931_180010_+" 0 0 0 0 0
"scaffold_191_192129_192292_+" 0 0 0 0 0
"scaffold_191_8298_8342_-" 0 0 0 0 0
"scaffold_191_36655_36843_-" 0 0 0 0 0
"scaffold_191_105713_105797_-" 1 -1 0 1 0
"scaffold_191_109119_109236_-" 0 0 0 0 0
"scaffold_191_112187_112412_-" 0 0 0 0 0
"scaffold_191_118933_118997_-" 0 -1 1 0 0
"scaffold_191_120236_120288_-" 0 0 0 0 0
"scaffold_191_124574_124763_-" 0 0 0 0 0
"scaffold_191_127785_128031_-" 0 0 0 0 0
"scaffold_191_132538_132852_-" 0 0 0 0 0
"scaffold_191_134907_135031_-" 0 0 0 0 0
"scaffold_191_158686_158745_-" 1 -1 0 1 0
"scaffold_191_159673_159728_-" -1 0 0 0 0
"scaffold_191_162693_162808_-" -1 1 1 -1 0
"scaffold_192_89274_89309_+" -1 0 0 -1 0
"scaffold_192_158970_158987_+" 0 0 0 0 0
"scaffold_192_48618_48639_-" -1 0 0 -1 0
"scaffold_192_106936_107086_-" -1 1 0 -1 0
"scaffold_192_152474_152605_-" 1 0 0 0 0
"scaffold_193_29651_29751_-" -1 1 0 -1 0
"scaffold_193_48250_48283_-" 1 -1 0 1 0
"scaffold_193_54708_54812_-" -1 0 1 0 1
"scaffold_193_58431_58486_-" -1 0 1 0 1
"scaffold_193_68826_68860_-" 0 0 0 0 0
"scaffold_197_62194_62301_-" 1 -1 0 1 0
"scaffold_197_135057_135087_-" 1 0 -1 1 0
"scaffold_198_10452_10580_+" 0 0 0 0 0
"scaffold_198_15721_15836_+" 0 -1 1 0 0
"scaffold_198_84021_84069_+" 0 -1 0 0 0
"scaffold_198_146069_146118_+" 1 -1 0 1 0
"scaffold_198_95653_95829_-" 0 0 0 0 0
"scaffold_199_42156_42241_+" 0 0 0 0 0
"scaffold_199_13222_13377_-" -1 0 0 0 0
"scaffold_199_49636_50027_-" 0 0 0 0 0
"scaffold_1994_7132_7183_+" -1 0 0 0 0
"scaffold_2_36393_36505_+" 0 0 0 0 0
"scaffold_2_71358_71450_+" 0 0 0 0 0
"scaffold_2_96437_96505_+" 0 0 0 0 0
"scaffold_2_96933_96989_+" 0 0 0 0 0
"scaffold_2_103543_103589_+" 0 0 0 0 0
"scaffold_2_105797_105889_+" -1 1 0 -1 0
"scaffold_2_127824_127947_+" 1 0 -1 1 0
"scaffold_2_162451_162494_+" 0 0 0 0 0
"scaffold_2_186233_186248_+" 0 0 0 0 0
"scaffold_2_203495_203578_+" 0 0 0 0 0
"scaffold_2_217189_217385_+" 0 0 0 0 0
"scaffold_2_226436_226491_+" 0 0 0 0 0
"scaffold_2_229755_229809_+" 0 0 0 0 0
"scaffold_2_239022_239090_+" 1 -1 0 1 0
"scaffold_2_249532_249690_+" 1 -1 0 1 0
"scaffold_2_252221_252304_+" 1 -1 0 1 0
"scaffold_2_255639_255701_+" 0 0 0 0 0
"scaffold_2_256282_256410_+" 1 -1 0 1 0
"scaffold_2_257636_257747_+" 0 0 0 1 0
"scaffold_2_274137_274377_+" 0 0 0 0 0
"scaffold_2_343022_343068_+" 0 0 0 0 0
"scaffold_2_343161_343351_+" 0 0 0 0 0
"scaffold_2_343668_343888_+" 0 0 0 0 0
"scaffold_2_432260_432367_+" -1 0 0 0 0
"scaffold_2_437231_437417_+" 0 0 0 0 0
"scaffold_2_438878_439138_+" 0 0 0 0 0
"scaffold_2_462563_462667_+" 0 0 0 0 0
"scaffold_2_541451_541484_+" 0 0 0 0 0
"scaffold_2_544580_544648_+" 0 0 0 0 0
"scaffold_2_550373_550495_+" 0 0 0 0 0
"scaffold_2_562231_562300_+" 0 0 0 0 0
"scaffold_2_586184_586264_+" 0 0 -1 0 0
"scaffold_2_613813_614065_+" 0 0 0 0 0
"scaffold_2_619055_619195_+" 0 0 0 0 0
"scaffold_2_628953_628998_+" 0 0 -1 0 0
"scaffold_2_681114_681185_+" 0 0 0 0 0
"scaffold_2_720262_720337_+" 0 0 0 0 0
"scaffold_2_725659_725788_+" 0 0 0 0 0
"scaffold_2_800846_801009_+" 0 0 0 0 0
"scaffold_2_809979_810219_+" 0 0 0 0 0
"scaffold_2_824914_824995_+" 0 0 0 0 0
"scaffold_2_828277_828464_+" 0 0 0 0 0
"scaffold_2_829709_830047_+" -1 0 0 0 0
"scaffold_2_849794_849858_+" 0 0 0 0 0
"scaffold_2_884650_884793_+" -1 0 0 0 0
"scaffold_2_939485_939648_+" 0 0 0 0 0
"scaffold_2_957914_957978_+" 0 0 0 0 0
"scaffold_2_982901_982942_+" 0 -1 1 1 0
"scaffold_2_1010816_1010881_+" 0 0 0 0 0
"scaffold_2_1039766_1039776_+" 0 0 0 0 0
"scaffold_2_1046946_1047052_+" 1 0 -1 1 0
"scaffold_2_1050405_1050479_+" 0 0 0 0 0
"scaffold_2_1052061_1052112_+" 0 1 -1 0 0
"scaffold_2_1053370_1053508_+" 0 0 0 0 0
"scaffold_2_1060120_1060331_+" 0 0 0 0 0
"scaffold_2_1067660_1067822_+" 0 0 0 0 0
"scaffold_2_1074767_1074859_+" 0 0 0 0 0
"scaffold_2_1075197_1075568_+" 0 0 0 0 0
"scaffold_2_1076859_1076978_+" 0 0 0 0 0
"scaffold_2_1077365_1077623_+" 0 0 0 0 0
"scaffold_2_1082080_1082166_+" 0 0 0 0 0
"scaffold_2_1132414_1132483_+" 0 0 0 0 0
"scaffold_2_1205050_1205100_+" 0 0 0 0 0
"scaffold_2_1240507_1240646_+" 0 0 0 0 0
"scaffold_2_1282586_1282698_+" 0 0 0 0 0
"scaffold_2_1289347_1289498_+" 0 0 0 0 0
"scaffold_2_1297025_1297160_+" 0 0 0 0 0
"scaffold_2_1312510_1312532_+" 0 0 0 0 0
"scaffold_2_1324898_1324967_+" 0 0 0 0 0
"scaffold_2_1348452_1348573_+" 0 0 0 0 0
"scaffold_2_1349456_1349524_+" 0 0 0 0 0
"scaffold_2_1374095_1374264_+" 0 0 0 0 0
"scaffold_2_1411122_1411228_+" 1 -1 0 1 0
"scaffold_2_1466044_1466256_+" 0 -1 0 0 0
"scaffold_2_1468316_1468487_+" 0 0 0 0 0
"scaffold_2_1513980_1514222_+" 0 0 0 0 0
"scaffold_2_1514252_1514531_+" 0 0 0 0 0
"scaffold_2_1517033_1517185_+" 0 0 0 0 0
"scaffold_2_1525640_1525660_+" 0 0 0 0 0
"scaffold_2_1533550_1533690_+" 0 0 0 0 0
"scaffold_2_1535079_1535131_+" 0 0 -1 0 0
"scaffold_2_1537137_1537219_+" -1 0 1 0 1
"scaffold_2_1538766_1539038_+" 1 0 -1 0 0
"scaffold_2_1543034_1543091_+" 0 0 0 0 0
"scaffold_2_1580615_1580750_+" 0 0 0 0 0
"scaffold_2_1602516_1602645_+" 0 0 0 0 0
"scaffold_2_1605890_1606203_+" 0 0 0 0 0
"scaffold_2_1642189_1642280_+" 0 0 0 0 0
"scaffold_2_1692878_1692981_+" -1 0 0 0 0
"scaffold_2_1699361_1699552_+" 0 0 -1 0 0
"scaffold_2_1770532_1770731_+" 0 0 0 0 0
"scaffold_2_1774322_1774464_+" 1 0 0 0 0
"scaffold_2_1959474_1959609_+" 0 0 0 0 0
"scaffold_2_1989658_1989763_+" 0 0 0 0 0
"scaffold_2_2004440_2004457_+" 0 0 0 0 0
"scaffold_2_2009522_2009642_+" 0 0 0 0 0
"scaffold_2_2024751_2024913_+" 0 0 0 0 0
"scaffold_2_2069274_2069431_+" 0 0 0 0 0
"scaffold_2_2205868_2205974_+" -1 1 0 -1 0
"scaffold_2_2220889_2221052_+" 0 0 0 0 0
"scaffold_2_2226894_2227005_+" 1 0 0 0 0
"scaffold_2_2245180_2245252_+" 0 0 0 0 0
"scaffold_2_2248174_2248401_+" 1 0 0 0 0
"scaffold_2_2248680_2249062_+" 1 -1 0 1 0
"scaffold_2_2249418_2249609_+" 1 -1 0 1 0
"scaffold_2_2263447_2263627_+" 0 0 0 0 0
"scaffold_2_2280628_2280750_+" 0 0 0 0 0
"scaffold_2_2287145_2287192_+" -1 0 1 0 1
"scaffold_2_2293207_2293265_+" 0 0 0 0 0
"scaffold_2_2311413_2311432_+" 0 0 0 0 0
"scaffold_2_2402934_2402999_+" 0 0 0 0 0
"scaffold_2_2404548_2404584_+" 0 0 0 0 0
"scaffold_2_2406394_2406542_+" 0 0 0 0 0
"scaffold_2_2462067_2462190_+" 0 0 0 0 0
"scaffold_2_2462315_2462421_+" 0 0 0 0 0
"scaffold_2_2462661_2462733_+" 0 0 0 0 0
"scaffold_2_2462865_2462995_+" 0 0 0 0 0
"scaffold_2_2504499_2504798_+" 1 0 -1 0 0
"scaffold_2_2517088_2517344_+" 0 0 0 1 0
"scaffold_2_2520579_2520860_+" 1 -1 0 1 0
"scaffold_2_2536146_2536196_+" 1 -1 0 1 0
"scaffold_2_2553181_2553251_+" 0 0 0 0 0
"scaffold_2_2556953_2557014_+" 0 0 0 0 0
"scaffold_2_2560216_2560376_+" 0 -1 0 1 0
"scaffold_2_2562822_2562891_+" 0 -1 1 1 1
"scaffold_2_2580540_2580591_+" 1 0 0 1 0
"scaffold_2_2748452_2748624_+" 0 0 0 0 0
"scaffold_2_2754671_2754747_+" 1 0 0 1 0
"scaffold_2_2756542_2756577_+" 1 0 0 1 0
"scaffold_2_2762344_2762425_+" 0 0 0 0 0
"scaffold_2_2769905_2770255_+" 0 0 0 0 0
"scaffold_2_2777454_2777612_+" -1 0 0 -1 0
"scaffold_2_2803316_2803450_+" 1 -1 0 1 0
"scaffold_2_2811368_2811661_+" 1 -1 0 1 0
"scaffold_2_2822165_2822335_+" 0 0 0 0 0
"scaffold_2_2825731_2825996_+" 0 0 0 0 0
"scaffold_2_2839556_2839651_+" 0 0 0 0 0
"scaffold_2_2840210_2840293_+" 0 0 0 0 0
"scaffold_2_2840411_2840511_+" 0 0 0 0 0
"scaffold_2_2840615_2840682_+" 0 0 0 0 0
"scaffold_2_2840793_2840915_+" 0 0 0 0 0
"scaffold_2_2860129_2860167_+" 0 0 0 1 0
"scaffold_2_2913907_2914047_+" 0 0 0 0 0
"scaffold_2_2916500_2916625_+" 1 -1 0 1 0
"scaffold_2_2943722_2943824_+" 0 0 0 0 0
"scaffold_2_2950473_2950564_+" -1 1 0 -1 0
"scaffold_2_2989266_2989348_+" 0 -1 0 1 0
"scaffold_2_3042263_3042384_+" -1 1 1 -1 0
"scaffold_2_3048736_3048857_+" 0 0 0 0 0
"scaffold_2_3050620_3050783_+" 0 0 0 0 0
"scaffold_2_3051124_3051340_+" 0 0 0 0 0
"scaffold_2_3064609_3064897_+" 0 0 0 0 0
"scaffold_2_3105112_3105218_+" 0 0 0 0 0
"scaffold_2_3222958_3223129_+" -1 0 0 0 0
"scaffold_2_3233073_3233140_+" 0 0 0 0 0
"scaffold_2_3259793_3260031_+" 0 0 0 0 0
"scaffold_2_3260172_3260268_+" 0 0 0 0 0
"scaffold_2_3266344_3266595_+" 0 0 0 0 0
"scaffold_2_3289578_3289733_+" 0 0 0 0 0
"scaffold_2_3297699_3297723_+" 0 0 0 0 0
"scaffold_2_3302579_3302614_+" 0 0 0 0 0
"scaffold_2_3306181_3306217_+" 0 0 0 0 0
"scaffold_2_3341948_3342012_+" 0 0 0 0 0
"scaffold_2_3351900_3352022_+" 0 0 0 0 0
"scaffold_2_3354420_3354549_+" 0 0 0 0 0
"scaffold_2_3361620_3361667_+" 0 0 0 0 0
"scaffold_2_3366654_3366795_+" 0 0 0 0 0
"scaffold_2_3374032_3374144_+" 0 0 0 0 0
"scaffold_2_3388371_3388423_+" 0 -1 0 0 0
"scaffold_2_3392265_3392320_+" 0 0 0 1 0
"scaffold_2_3413693_3413860_+" 0 0 0 0 0
"scaffold_2_3430346_3430424_+" 1 -1 0 1 0
"scaffold_2_3460336_3460533_+" 0 1 -1 0 -1
"scaffold_2_3462952_3463090_+" -1 0 0 -1 0
"scaffold_2_3471665_3471755_+" 0 0 0 0 0
"scaffold_2_3505181_3505250_+" 0 0 0 0 0
"scaffold_2_3519844_3519892_+" 0 0 0 0 0
"scaffold_2_3521210_3521270_+" 1 0 -1 1 0
"scaffold_2_3521713_3521980_+" 1 -1 -1 1 0
"scaffold_2_3536809_3536956_+" 0 0 0 0 0
"scaffold_2_3546069_3546216_+" 0 0 0 0 0
"scaffold_2_3554330_3554539_+" 0 0 0 0 0
"scaffold_2_3569606_3569884_+" 0 0 0 0 0
"scaffold_2_3571161_3571319_+" 1 0 0 0 0
"scaffold_2_3581489_3581658_+" 0 0 0 0 0
"scaffold_2_3589357_3589391_+" 1 -1 0 1 0
"scaffold_2_3681990_3682060_+" 0 0 0 0 0
"scaffold_2_3702609_3702749_+" 0 0 0 0 0
"scaffold_2_3709241_3709267_+" 0 0 0 0 0
"scaffold_2_23637_23694_-" 0 0 0 0 0
"scaffold_2_26386_26470_-" 0 0 0 0 0
"scaffold_2_26559_26750_-" 0 0 0 0 0
"scaffold_2_34106_34367_-" 0 0 0 0 0
"scaffold_2_35881_35922_-" 0 0 0 0 0
"scaffold_2_62200_62270_-" 0 0 0 0 0
"scaffold_2_83465_83527_-" 0 0 0 0 0
"scaffold_2_85520_85536_-" 0 0 0 0 0
"scaffold_2_86959_86990_-" 0 0 0 0 0
"scaffold_2_88377_88389_-" 0 0 0 0 0
"scaffold_2_90695_90720_-" 0 0 0 0 0
"scaffold_2_92797_92841_-" 0 0 0 0 0
"scaffold_2_95568_95601_-" 0 0 0 0 0
"scaffold_2_159927_160010_-" 0 0 0 0 0
"scaffold_2_172043_172077_-" 0 0 0 0 0
"scaffold_2_172184_172245_-" 0 0 0 0 0
"scaffold_2_172547_172577_-" 0 0 0 0 0
"scaffold_2_183494_183554_-" 0 0 0 0 0
"scaffold_2_191087_191161_-" 0 0 0 0 0
"scaffold_2_193630_193660_-" 1 0 -1 1 0
"scaffold_2_203339_203394_-" 0 0 0 0 0
"scaffold_2_273871_274008_-" -1 0 0 0 0
"scaffold_2_286710_286856_-" 0 0 0 0 0
"scaffold_2_300019_300209_-" 0 0 0 0 0
"scaffold_2_339659_339738_-" 0 0 0 0 0
"scaffold_2_349985_350465_-" 0 0 0 0 0
"scaffold_2_350584_350632_-" 0 0 0 0 0
"scaffold_2_356531_356727_-" 0 0 0 0 0
"scaffold_2_357269_357468_-" 0 0 0 0 0
"scaffold_2_357797_357829_-" 0 0 0 0 0
"scaffold_2_374401_374593_-" 0 0 0 0 0
"scaffold_2_379416_379605_-" 0 0 0 0 0
"scaffold_2_383840_383992_-" 0 0 0 0 0
"scaffold_2_384563_384736_-" 0 0 0 0 0
"scaffold_2_385488_385602_-" 0 0 0 0 0
"scaffold_2_391481_391578_-" 0 0 0 0 0
"scaffold_2_394058_394202_-" -1 1 0 -1 0
"scaffold_2_395716_395731_-" 0 0 0 0 0
"scaffold_2_429134_429366_-" -1 0 0 0 0
"scaffold_2_429481_429546_-" 0 0 0 0 0
"scaffold_2_431850_432100_-" 0 0 0 0 0
"scaffold_2_434262_434327_-" 0 0 0 0 0
"scaffold_2_436835_436920_-" 0 0 0 0 0
"scaffold_2_505967_506026_-" 0 -1 1 1 0
"scaffold_2_561083_561277_-" 0 0 0 0 0
"scaffold_2_577450_577497_-" 0 0 0 0 0
"scaffold_2_579363_579493_-" 0 0 0 0 0
"scaffold_2_601877_602126_-" 0 0 0 0 0
"scaffold_2_607674_607841_-" -1 0 0 0 0
"scaffold_2_613036_613181_-" 0 0 0 0 0
"scaffold_2_613421_613539_-" 0 1 0 0 0
"scaffold_2_618561_618756_-" -1 1 0 -1 0
"scaffold_2_625347_625537_-" 1 0 0 1 0
"scaffold_2_625619_625700_-" 0 0 0 0 0
"scaffold_2_676293_676579_-" 0 0 0 0 0
"scaffold_2_677123_677246_-" 0 0 0 0 0
"scaffold_2_678100_678414_-" 0 0 0 0 0
"scaffold_2_680660_680804_-" 0 0 0 0 0
"scaffold_2_716524_716690_-" 0 0 0 0 0
"scaffold_2_725548_725638_-" 0 0 0 0 0
"scaffold_2_742128_742156_-" 0 -1 0 1 0
"scaffold_2_781430_781608_-" 0 0 0 0 0
"scaffold_2_794574_794645_-" 0 0 0 0 0
"scaffold_2_799102_799272_-" 0 0 0 0 0
"scaffold_2_800008_800089_-" 0 0 0 0 0
"scaffold_2_800187_800305_-" 0 0 0 0 0
"scaffold_2_800470_800664_-" 0 0 0 0 0
"scaffold_2_809297_809458_-" 0 0 0 0 0
"scaffold_2_820445_820527_-" 0 -1 0 0 0
"scaffold_2_824629_824757_-" 0 0 0 0 0
"scaffold_2_863522_863597_-" 0 0 0 0 0
"scaffold_2_865419_865454_-" 0 0 0 0 0
"scaffold_2_880753_880780_-" 0 0 0 0 0
"scaffold_2_900454_900640_-" 0 0 0 0 0
"scaffold_2_915785_915832_-" -1 1 0 -1 0
"scaffold_2_930812_930855_-" 0 0 0 0 0
"scaffold_2_1044368_1044439_-" 0 0 0 0 0
"scaffold_2_1044892_1044943_-" 0 1 -1 0 -1
"scaffold_2_1059801_1059915_-" 0 0 0 0 0
"scaffold_2_1080551_1080582_-" 0 1 -1 0 -1
"scaffold_2_1119520_1119714_-" 0 0 0 0 0
"scaffold_2_1271262_1271312_-" 0 0 0 0 0
"scaffold_2_1348107_1348229_-" 0 0 0 0 0
"scaffold_2_1362537_1362552_-" 0 0 0 0 0
"scaffold_2_1388280_1388463_-" 1 0 -1 0 0
"scaffold_2_1404326_1404404_-" 1 -1 0 1 0
"scaffold_2_1423122_1423161_-" 0 0 0 0 0
"scaffold_2_1463999_1464126_-" 0 0 0 0 0
"scaffold_2_1465628_1465913_-" 0 0 0 0 0
"scaffold_2_1532499_1532653_-" 0 0 0 0 0
"scaffold_2_1585068_1585216_-" 0 0 0 0 0
"scaffold_2_1588531_1588710_-" 0 0 0 0 0
"scaffold_2_1589158_1589391_-" 0 0 0 0 0
"scaffold_2_1602141_1602316_-" 0 0 0 0 0
"scaffold_2_1605438_1605628_-" 0 0 0 0 0
"scaffold_2_1628665_1628725_-" 0 0 0 0 0
"scaffold_2_1629101_1629111_-" 1 0 0 0 0
"scaffold_2_1634111_1634145_-" 0 0 0 0 0
"scaffold_2_1637755_1637881_-" 0 0 0 0 0
"scaffold_2_1648696_1648870_-" 1 0 0 0 0
"scaffold_2_1679649_1679734_-" 0 0 0 0 0
"scaffold_2_1695050_1695281_-" 0 0 0 0 0
"scaffold_2_1696645_1696789_-" 1 0 -1 1 0
"scaffold_2_1718577_1718657_-" 1 0 -1 0 0
"scaffold_2_1730657_1730725_-" 1 -1 0 1 0
"scaffold_2_1737920_1737928_-" 0 0 0 0 0
