AveExpr t P.Value adj.P.Val B
scaffold_4_2367401_2368013_+ 7.53383810179591 4.65348131677873 0.000536811133245957 0.0492751677097761 -0.301750879321795
scaffold_275_63415_63781_- 7.9398880061338 4.64915019308079 0.000540865481212114 0.0495042998648541 -0.294118402217769
scaffold_184_65329_65710_- 7.58765156513247 4.64837708883733 0.000541592534181343 0.0495042998648541 -0.297919679010919
scaffold_18_1408103_1408789_- 7.39878712123327 4.64559565597223 0.000544216728693008 0.049620624285925 -0.300148741569937
scaffold_17_1129103_1130219_- 7.16204681469138 4.64460378787687 0.000545155730048938 0.049620624285925 -0.318127781960336
scaffold_67_467964_468226_- 7.97247446799783 4.64229346260559 0.000547349472626714 0.0496966645039389 -0.172586915593162
scaffold_3_3550872_3551253_- 7.24449919122228 4.64030822158304 0.000549241889940932 0.0496966645039389 -0.334803340280152
scaffold_76_214275_214578_- 7.81722674069234 4.64010890400437 0.000549432264630631 0.0496966645039389 -0.279083131571325
scaffold_101_201014_201540_- 9.18510115227081 4.63674799665904 0.000552652760915237 0.049735428458726 -0.237077481928038
scaffold_211_54729_55382_- 6.99818308885393 4.63599088974101 0.000553380950760429 0.049735428458726 -0.400885319559586
scaffold_174_88782_89298_+ 7.45193766279164 4.63525550270662 0.000554089208305026 0.049735428458726 -0.343936585685661
scaffold_1_605284_606007_- 7.3244130031808 4.63409139938783 0.000555212299433129 0.049735428458726 -0.34240372856686
scaffold_13_1375306_1375808_+ 8.87532923208492 4.63188118788055 0.000557351180883138 0.049735428458726 -0.227243528773915
scaffold_43_995661_996246_- 8.24268230718862 4.63109710183668 0.000558112025459352 0.049735428458726 -0.26578301184581
scaffold_78_177601_177903_- 7.50808187952207 4.62918020528089 0.000559976666498479 0.049735428458726 -0.388038270521612
scaffold_5_1922293_1922798_- 8.10828866671977 4.62790428224286 0.000561221407368536 0.049735428458726 -0.325614967065774
scaffold_28_246654_247721_+ 6.92848112007988 4.62785975880208 0.000561264894764916 0.049735428458726 -0.357031660126522
scaffold_25_1175972_1176035_- 5.66829498739745 4.6265434206574 0.000562552191075904 0.049735428458726 -0.412836168389399
scaffold_89_471549_471837_+ 6.33289062418764 4.62601229970164 0.000563072465473104 0.049735428458726 -0.41667965689504
scaffold_5_1743172_1743832_+ 6.6320229174371 4.62476578154481 0.000564295498757141 0.049735428458726 -0.394051757504108
scaffold_162_241461_243728_+ 7.40119777447337 4.62426870549002 0.00056478398194371 0.049735428458726 -0.355718731720813
scaffold_94_441843_445035_+ 10.7970246127997 4.62249768170585 0.000566527977251184 0.0497878116478393 -0.137782973579779
scaffold_3_185330_186388_- 6.01222764126197 4.61897860706617 0.000570010029415668 0.0499924180859579 -0.399622070670269
